"","zipcode","estimate_households_under_10","estimate_households_10_15","estimate_households_15_25","estimate_households_25_35","estimate_households_35_45","estimate_households_50_75","estimate_households_75_100","estimate_households_100_150","estimate_households_150_200","estimate_households_over_200","median_income"
"16361","49285","4.3","3.9","5.4","8.7","15.7","22.5","14.3","18.9","3.6","2.8","59661"
"16362","49286","3.8","1.9","10.1","8.8","14.9","18.7","15.4","19.0","4.1","3.3","62470"
"16363","49287","1.2","0.5","7.1","8.7","14.7","26.0","16.6","19.7","4.0","1.5","68264"
"16364","49288","4.7","3.8","15.0","12.5","18.0","17.5","14.8","12.0","0.0","1.7","46979"
"16365","49289","3.8","27.8","0.0","20.3","3.8","11.4","32.9","0.0","0.0","0.0","-"
"16366","49301","2.0","0.6","2.6","3.4","4.3","12.0","12.8","23.8","11.4","27.1","127342"
"16367","49302","1.2","2.1","4.2","5.0","12.7","17.7","15.6","20.8","10.0","10.6","86625"
"16368","49303","6.1","0.0","9.9","14.6","22.2","19.0","8.8","15.5","2.3","1.5","48684"
"16369","49304","19.7","7.3","15.0","14.6","15.3","14.4","6.4","3.6","2.5","1.3","30208"
"16370","49305","6.3","7.7","14.8","14.3","19.7","15.7","12.5","6.5","1.4","1.1","39028"
"16371","49306","4.4","3.1","7.7","7.0","9.4","13.9","19.5","17.2","8.8","9.1","81279"
"16372","49307","12.2","9.1","13.0","12.0","12.2","17.6","10.1","8.5","2.3","3.0","40089"
"16373","49309","11.6","5.3","18.7","12.3","16.7","18.2","10.0","5.6","0.1","1.4","36208"
"16374","49310","5.2","4.5","12.8","9.9","18.1","19.4","15.9","8.7","4.0","1.5","49717"
"16375","49312","7.3","23.4","13.7","8.9","8.9","19.4","9.7","8.9","0.0","0.0","32500"
"16376","49315","1.7","2.3","4.7","6.8","14.2","18.9","15.9","19.4","9.4","6.7","77270"
"16377","49316","1.5","2.2","4.9","7.0","9.8","16.8","17.5","23.0","9.3","8.0","84726"
"16378","49318","3.4","2.8","5.0","12.9","21.8","23.9","7.1","13.7","6.2","3.2","52130"
"16379","49319","2.7","2.6","6.2","8.9","16.1","21.4","18.1","20.1","3.5","0.5","65102"
"16380","49320","0.0","0.0","0.0","6.8","9.1","77.3","0.0","6.8","0.0","0.0","72625"
"16381","49321","4.5","3.1","9.1","12.3","18.1","19.7","11.1","14.1","5.8","2.2","53686"
"16382","49322","7.1","4.6","5.6","17.8","15.4","23.7","9.5","10.6","4.8","1.0","49773"
"16383","49323","2.3","0.9","5.2","7.0","16.2","20.1","17.4","21.8","4.4","4.7","73387"
"16384","49325","2.7","2.0","8.3","10.3","15.7","20.8","17.1","16.6","3.2","3.3","64821"
"16385","49326","3.1","6.4","8.7","13.5","15.5","24.9","12.2","7.4","2.2","6.3","54850"
"16386","49327","4.7","6.1","10.3","13.7","16.4","21.8","11.8","11.4","1.6","2.3","47347"
"16387","49328","2.2","4.9","6.9","11.5","15.9","22.9","12.6","16.6","3.6","3.0","59338"
"16388","49329","4.0","6.5","10.4","11.3","14.3","19.1","16.2","11.0","5.5","1.7","53654"
"16389","49330","4.3","2.5","10.1","9.3","15.8","21.4","15.2","15.5","2.4","3.4","61591"
"16390","49331","3.8","1.4","5.9","8.7","10.7","18.7","22.5","15.8","7.9","4.5","75728"
"16391","49332","4.3","6.6","14.8","13.4","13.5","20.5","13.4","10.1","2.0","1.3","45074"
"16392","49333","3.1","2.0","5.8","5.3","15.3","21.9","17.9","20.3","5.8","2.4","70032"
"16393","49335","0.0","0.0","7.3","7.9","46.4","37.1","0.0","1.3","0.0","0.0","43674"
"16394","49336","6.9","6.5","12.2","12.8","19.4","16.6","12.5","7.0","4.9","1.2","44179"
"16395","49337","8.1","6.0","13.1","9.4","19.6","18.7","12.1","8.2","3.2","1.7","44061"
"16396","49338","4.3","3.2","23.1","8.6","11.2","17.8","15.2","10.3","4.2","2.3","49643"
"16397","49339","4.6","3.2","11.0","7.9","17.3","19.8","19.9","11.5","3.8","1.1","56509"
"16398","49340","11.7","6.7","7.9","12.9","14.5","18.6","11.3","13.0","1.5","1.9","43750"
"16399","49341","2.9","2.3","5.1","4.7","9.0","17.2","13.9","25.0","10.4","9.6","92699"
"16400","49342","1.7","5.1","9.7","15.5","17.0","22.3","14.6","12.2","0.9","1.0","52188"
"16401","49343","6.3","6.9","8.8","5.8","11.7","19.4","19.8","14.6","3.9","2.9","62671"
"16402","49344","3.7","4.6","4.0","9.6","15.3","23.6","11.4","14.1","8.8","4.8","62135"
"16403","49345","5.1","2.6","8.8","7.5","14.8","22.1","14.5","17.8","4.6","2.0","61975"
"16404","49346","3.0","3.4","6.8","9.5","20.9","21.6","13.1","11.4","6.4","3.8","56282"
"16405","49347","4.0","3.4","9.7","13.9","16.2","18.6","21.2","9.3","3.0","0.8","54196"
"16406","49348","3.2","4.4","8.8","8.8","12.7","25.4","17.6","13.2","3.8","2.1","63380"
"16407","49349","8.6","6.3","14.6","11.7","16.5","20.0","12.1","7.4","1.9","0.9","42726"
"16408","49401","7.7","5.5","16.6","8.1","16.3","18.3","6.6","13.9","3.3","3.5","44260"
"16409","49402","4.4","9.2","19.6","9.9","16.2","17.7","14.8","6.1","1.0","0.9","39205"
"16410","49403","0.9","1.7","6.6","4.2","15.1","24.4","15.4","19.2","7.5","5.1","72188"
"16411","49404","3.2","3.2","10.3","9.3","11.8","20.8","15.0","17.7","5.3","3.4","63472"
"16412","49405","5.2","2.8","13.6","13.2","17.2","20.9","16.4","7.8","2.1","0.7","48846"
"16413","49406","3.5","3.2","10.1","5.9","7.7","11.1","18.8","28.6","6.9","4.2","82917"
"16414","49408","6.0","3.6","10.4","11.7","10.4","22.0","13.0","15.7","3.8","3.3","58763"
"16415","49410","6.0","12.2","15.8","13.9","17.3","20.4","8.3","4.9","1.0","0.4","36023"
"16416","49411","3.1","6.0","13.4","12.9","11.9","26.7","11.8","10.1","3.2","1.0","52904"
"16417","49412","8.4","6.0","10.4","9.4","12.4","23.2","13.8","10.5","3.3","2.5","53271"
"16418","49415","3.4","3.4","6.0","10.4","15.5","24.8","13.7","13.6","5.3","3.8","61136"
"16419","49417","2.3","2.6","8.9","7.7","12.9","23.0","13.2","16.2","7.7","5.6","64393"
"16420","49418","3.6","3.2","6.5","10.3","11.9","21.1","15.2","17.2","7.0","4.1","66486"
"16421","49419","2.1","2.6","2.8","10.2","12.9","20.5","17.3","20.6","8.1","3.0","73831"
"16422","49420","7.1","6.4","15.0","13.8","15.5","18.3","11.6","10.0","1.1","1.1","42898"
"16423","49421","7.7","7.2","15.5","9.9","18.4","23.3","8.8","7.7","1.0","0.5","43558"
"16424","49423","5.2","3.0","9.5","10.8","13.6","22.0","14.8","13.2","3.9","4.2","56981"
"16425","49424","4.3","1.9","9.0","7.0","12.3","22.8","15.3","16.1","5.8","5.5","66948"
"16426","49425","8.5","4.9","7.4","9.7","16.9","23.2","16.3","11.1","1.9","0.0","52602"
"16427","49426","2.0","1.7","5.3","5.4","12.4","19.2","17.9","22.1","8.3","5.7","80861"
"16428","49428","2.8","3.5","7.6","6.9","11.0","19.2","18.1","22.0","6.1","2.9","73713"
"16429","49431","4.9","7.3","11.3","11.0","14.9","18.6","13.1","11.5","3.2","4.2","50635"
"16430","49434","0.0","0.0","0.0","0.0","0.0","0.0","0.0","100.0","0.0","0.0","-"
"16431","49435","2.0","2.8","2.8","6.8","8.8","22.6","21.3","20.3","6.6","6.1","87979"
"16432","49436","6.0","7.0","7.0","17.0","18.1","17.5","13.2","12.1","1.8","0.3","45759"
"16433","49437","4.6","2.6","9.9","10.5","15.1","24.7","14.9","13.8","1.8","2.2","57599"
"16434","49440","22.3","30.0","10.3","10.5","12.7","8.3","1.2","1.5","3.2","0.0","14649"
"16435","49441","7.2","4.4","10.2","11.7","17.3","20.3","10.8","11.5","3.4","3.3","48991"
"16436","49442","10.0","8.2","14.8","13.8","16.3","18.9","9.2","7.1","1.0","0.7","37332"
"16437","49444","11.2","6.7","13.6","12.0","17.5","17.2","9.0","8.2","2.2","2.3","39596"
"16438","49445","2.7","2.6","9.4","9.1","14.0","20.8","13.4","17.1","6.2","4.8","63059"
"16439","49446","1.4","10.4","12.1","8.7","13.3","16.3","15.0","16.3","3.1","3.2","58092"
"16440","49448","9.1","0.0","8.6","7.4","13.1","20.4","14.7","15.3","6.0","5.5","63182"
"16441","49449","3.3","4.9","11.1","9.8","12.7","22.9","16.9","9.7","4.4","4.3","57569"
"16442","49450","12.1","5.7","14.7","4.4","17.9","21.3","15.7","6.5","0.3","1.3","41881"
"16443","49451","4.6","2.8","8.1","8.9","16.9","22.7","11.7","19.1","2.8","2.6","58719"
"16444","49452","5.6","3.2","10.8","10.0","19.8","22.6","13.0","13.1","1.8","0.1","50500"
"16445","49453","9.5","6.3","2.5","4.6","17.3","9.8","19.5","13.3","11.9","5.4","76250"
"16446","49454","6.7","3.9","9.8","12.7","15.2","22.8","14.7","10.7","1.3","2.1","51348"
"16447","49455","4.3","6.5","12.8","14.8","18.0","19.8","10.8","10.8","1.0","1.1","44007"
"16448","49456","2.8","2.1","9.6","8.1","13.3","21.1","13.9","14.4","6.5","8.4","66810"
"16449","49457","7.9","3.8","7.5","8.4","15.0","22.5","15.4","15.5","2.5","1.3","56919"
"16450","49458","6.3","8.3","0.0","14.6","37.5","27.1","6.3","0.0","0.0","0.0","37500"
"16451","49459","12.1","5.4","9.3","15.7","21.9","18.1","7.8","7.0","2.8","0.0","40625"
"16452","49460","1.1","2.0","6.4","6.9","14.7","19.4","19.8","16.5","7.9","5.3","74500"
"16453","49461","6.2","2.3","9.4","10.3","13.9","21.1","13.0","14.3","6.7","2.9","60428"
"16454","49464","3.1","0.9","6.1","8.2","10.9","21.1","17.6","22.3","6.1","3.8","74663"
"16455","49503","12.7","5.0","11.2","10.6","14.9","18.0","10.8","8.7","3.6","4.5","45660"
"16456","49504","7.5","5.2","13.2","10.6","15.2","18.9","12.6","11.1","2.9","2.8","48604"
"16457","49505","7.1","5.3","11.2","10.5","16.4","18.9","13.0","13.3","2.5","1.8","49322"
"16458","49506","3.1","3.6","7.2","6.4","10.9","17.3","11.7","19.3","9.1","11.5","77004"
"16459","49507","10.7","5.9","14.3","13.8","15.4","20.5","9.5","7.9","1.2","0.8","39788"
"16460","49508","5.1","4.1","9.6","10.6","13.9","23.7","14.4","13.2","3.2","2.1","55580"
"16461","49509","6.0","4.4","13.4","14.0","15.4","23.3","13.6","7.5","1.4","0.9","45645"
"16462","49512","4.8","3.8","12.9","15.8","12.4","17.7","11.3","13.0","4.4","3.7","50216"
"16463","49519","4.4","3.1","8.3","15.0","15.9","23.1","15.0","11.1","2.1","2.0","52368"
"16464","49525","3.5","2.7","8.9","8.1","13.8","18.5","13.1","17.5","6.1","7.8","68695"
"16465","49534","4.6","2.7","8.0","9.5","14.5","20.0","17.8","15.3","4.3","3.3","64806"
"16466","49544","4.2","3.3","12.2","9.6","18.1","19.4","15.3","12.1","3.6","2.2","55486"
"16467","49546","4.2","3.0","11.1","6.3","12.7","14.3","10.4","17.1","7.3","13.5","73079"
"16468","49548","4.5","3.7","12.2","12.9","18.5","26.7","12.0","7.4","1.3","0.8","48314"
"16469","49601","8.2","5.5","11.3","12.5","18.4","20.9","10.1","8.6","2.7","1.9","44614"
"16470","49611","0.0","12.2","8.2","25.5","25.5","12.2","16.3","0.0","0.0","0.0","38269"
"16471","49612","1.5","7.0","14.2","10.8","14.6","26.5","12.5","6.4","2.1","4.5","51050"
"16472","49613","3.4","3.4","9.9","11.3","18.8","18.2","12.3","14.0","4.5","4.1","56000"
"16473","49614","5.8","4.6","10.9","10.2","17.0","25.6","8.3","12.5","2.8","2.1","51094"
"16474","49615","5.6","5.4","9.2","12.4","14.3","20.6","11.9","13.1","4.0","3.5","52321"
"16475","49616","7.5","6.8","11.7","14.4","18.6","16.3","13.3","8.7","0.9","2.0","41585"
"16476","49617","4.4","4.8","9.0","8.9","15.2","25.9","11.6","15.7","3.4","1.2","59440"
"16477","49618","5.8","0.7","9.4","20.9","25.9","20.5","8.6","7.6","0.7","0.0","44375"
"16478","49619","11.5","2.0","9.2","20.4","15.2","15.0","14.5","9.7","0.7","1.7","40750"
"16479","49620","3.0","2.9","9.6","13.3","15.1","24.8","14.8","12.8","1.8","1.9","54375"
"16480","49621","3.1","2.9","6.9","8.8","16.1","18.7","20.7","14.4","3.1","5.4","63198"
"16481","49622","7.8","5.2","10.0","8.3","17.7","22.3","12.9","11.0","3.6","1.2","50786"
"16482","49623","8.0","8.3","17.5","13.1","17.5","23.3","5.8","5.8","0.7","0.0","38125"
"16483","49625","8.9","5.8","8.0","13.9","22.9","18.8","14.3","3.9","0.9","2.6","44259"
"16484","49626","2.4","9.0","20.4","18.6","19.2","15.6","9.6","5.4","0.0","0.0","34821"
"16485","49627","6.5","0.0","27.3","0.0","22.1","14.3","29.9","0.0","0.0","0.0","44875"
"16486","49628","8.1","13.5","2.7","13.5","8.1","36.5","14.9","0.0","2.7","0.0","55000"
"16487","49629","7.5","8.8","7.0","9.6","12.8","19.4","11.8","12.8","3.9","6.5","59091"
"16488","49630","6.0","4.0","7.4","7.6","12.8","20.3","12.6","19.4","5.7","4.2","65817"
"16489","49631","9.0","5.9","13.3","15.4","17.0","18.3","10.7","6.9","2.0","1.5","41315"
"16490","49632","4.7","3.6","17.3","10.4","20.7","26.4","8.0","5.1","2.9","0.9","44318"
"16491","49633","10.1","4.7","10.7","11.5","18.5","21.4","10.5","8.2","2.3","2.2","45163"
"16492","49634","0.0","0.0","0.0","45.5","0.0","0.0","27.3","0.0","27.3","0.0","-"
"16493","49635","7.2","5.2","12.0","8.9","16.1","18.2","12.9","12.0","3.2","4.3","52222"
"16494","49636","1.5","4.0","4.5","4.0","4.5","29.9","15.9","9.5","8.5","17.9","76250"
"16495","49637","0.0","2.8","5.9","20.5","22.6","17.1","16.6","8.9","2.1","3.4","45114"
"16496","49638","5.7","5.4","14.8","17.3","16.8","18.2","12.5","9.4","0.0","0.0","40625"
"16497","49639","6.9","5.1","12.1","8.6","19.9","20.5","12.6","13.0","0.5","0.8","48203"
"16498","49640","4.0","5.7","9.7","14.4","15.8","19.1","16.7","8.6","3.7","2.2","50446"
"16499","49642","28.3","16.2","12.4","9.2","16.8","13.0","2.6","0.9","0.0","0.6","19464"
"16500","49643","3.8","4.1","6.8","10.9","15.9","18.8","15.6","18.8","2.7","2.7","62500"
"16501","49644","7.8","7.7","15.7","15.9","18.1","17.1","10.0","6.4","0.7","0.8","36875"
"16502","49645","6.8","4.9","15.0","15.1","14.2","22.3","9.6","7.3","2.0","2.8","42361"
"16503","49646","8.2","5.8","11.3","12.7","15.4","19.1","11.4","12.6","1.7","1.8","46947"
"16504","49648","2.5","5.9","5.1","7.3","10.5","24.2","16.0","14.5","3.4","10.7","71289"
"16505","49649","3.3","1.4","8.2","11.5","16.9","22.0","15.1","15.7","2.9","2.8","58371"
"16506","49650","2.7","1.2","6.7","8.9","10.3","20.1","28.2","16.6","2.9","2.4","75110"
"16507","49651","6.2","4.6","17.3","11.3","18.1","20.8","11.2","7.4","1.7","1.4","42909"
"16508","49653","2.0","4.4","5.3","7.2","16.8","24.7","12.1","14.7","7.9","5.1","65341"
"16509","49654","6.0","0.0","3.5","1.6","19.2","30.6","7.3","12.0","11.0","8.8","61438"
"16510","49655","5.5","7.0","12.0","12.7","17.2","20.2","10.4","11.8","1.6","1.5","45536"
"16511","49656","5.8","7.9","17.3","14.7","17.8","17.0","11.7","5.9","1.4","0.5","38214"
"16512","49657","4.1","4.4","10.5","7.8","19.4","22.8","14.4","11.6","2.3","2.8","55071"
"16513","49659","7.7","4.9","15.3","13.2","20.1","18.4","10.0","6.9","2.8","0.8","41529"
"16514","49660","7.0","4.0","12.8","14.9","12.9","19.2","14.0","10.1","2.4","2.8","48563"
"16515","49663","9.1","6.9","11.5","10.5","19.0","22.1","9.9","9.2","1.0","0.8","43839"
"16516","49664","4.8","3.8","6.5","11.7","15.2","18.1","16.2","13.0","5.1","5.5","57250"
"16517","49665","10.4","5.8","12.7","15.3","18.5","17.6","10.4","6.7","1.2","1.3","39500"
"16518","49666","0.0","0.0","0.0","0.0","100.0","0.0","0.0","0.0","0.0","0.0","-"
"16519","49667","6.0","4.8","17.2","13.6","25.2","16.4","6.8","6.4","3.2","0.4","39423"
"16520","49668","8.2","8.3","9.5","14.3","19.4","23.1","10.1","5.1","1.0","0.8","41930"
"16521","49670","5.0","2.2","11.2","10.5","19.1","18.6","12.2","11.4","2.9","6.9","51652"
"16522","49674","0.0","0.0","0.0","0.0","0.0","0.0","17.9","82.1","0.0","0.0","108571"
"16523","49675","3.9","3.1","12.8","10.6","12.1","16.9","17.4","11.4","3.4","8.5","60417"
"16524","49676","9.8","1.3","9.6","11.4","13.8","21.2","11.3","12.7","3.5","5.4","54792"
"16525","49677","7.8","8.5","14.8","11.5","16.5","19.3","11.5","7.9","1.4","1.0","39961"
"16526","49679","3.1","6.5","11.7","13.6","20.7","21.1","10.0","11.5","0.8","1.0","46583"
"16527","49680","3.6","1.0","11.7","9.0","26.8","24.0","12.7","6.8","3.7","0.7","47868"
"16528","49682","3.0","3.9","6.3","9.9","12.0","20.1","16.2","18.4","4.6","5.8","66885"
"16529","49683","8.6","7.8","10.5","10.8","20.5","21.0","10.3","6.8","2.8","0.9","43226"
"16530","49684","4.1","4.1","9.9","9.2","15.3","20.0","13.1","13.8","4.8","5.7","60444"
"16531","49686","4.1","4.2","8.9","9.6","11.4","19.1","13.8","17.0","6.0","5.9","63945"
"16532","49688","6.0","3.4","8.7","13.2","15.9","21.7","12.8","13.7","2.3","2.2","52218"
"16533","49689","6.8","5.0","13.0","19.9","14.0","23.8","9.6","6.3","0.0","1.5","39833"
"16534","49690","4.5","0.8","7.7","7.6","8.6","24.1","14.0","18.9","4.9","9.0","68176"
"16535","49701","8.5","7.9","18.4","12.8","9.7","17.2","11.2","10.8","0.4","3.1","39125"
"16536","49705","4.8","4.8","13.6","14.7","19.5","22.9","11.9","7.9","0.0","0.0","45000"
"16537","49706","5.4","4.7","13.2","11.8","13.1","20.4","16.7","12.4","2.0","0.1","52305"
"16538","49707","8.3","6.9","15.4","11.6","17.0","16.9","10.3","9.8","2.3","1.4","40994"
"16539","49709","6.1","4.9","14.1","17.7","20.3","20.7","7.8","7.0","0.7","0.6","39809"
"16540","49710","11.9","4.6","4.1","20.1","17.4","10.5","16.0","5.9","3.7","5.9","39625"
"16541","49712","4.7","4.0","9.3","10.4","13.8","19.6","16.8","11.9","4.7","4.9","58827"
"16542","49713","5.6","1.3","13.5","13.2","10.4","27.3","14.0","12.7","0.8","1.0","54293"
"16543","49715","4.2","6.0","10.5","10.0","14.0","23.2","13.5","11.8","4.3","2.4","55862"
"16544","49716","3.5","0.0","5.6","12.9","17.0","21.3","11.1","10.8","9.1","8.8","62000"
"16545","49717","0.0","9.3","0.0","12.8","0.0","17.4","7.0","25.6","0.0","27.9","132841"
"16546","49718","6.4","8.3","9.9","11.5","19.2","22.1","12.8","8.3","0.6","0.6","46471"
"16547","49719","6.3","7.4","8.2","18.8","10.6","23.9","2.9","14.9","4.3","2.6","49076"
"16548","49720","5.2","3.4","12.8","15.2","13.5","16.6","12.2","11.6","4.3","5.3","49939"
"16549","49721","7.6","6.1","11.8","13.3","16.4","20.9","11.0","9.0","3.0","0.9","43191"
"16550","49722","19.0","0.0","11.3","12.0","0.0","23.2","34.5","0.0","0.0","0.0","51375"
"16551","49724","3.7","3.5","7.4","4.7","21.8","18.3","28.7","10.6","1.2","0.0","60313"
"16552","49725","7.6","6.1","16.1","15.2","21.2","18.5","6.7","5.2","2.7","0.9","40833"
"16553","49726","4.2","7.3","11.6","8.9","26.5","23.5","11.5","3.8","2.7","0.0","45455"
"16554","49727","5.4","5.4","13.1","11.2","14.3","23.0","10.7","9.9","2.9","4.0","50742"
"16555","49728","12.2","0.0","15.7","17.4","10.4","26.1","10.4","6.1","1.7","0.0","41250"
"16556","49729","2.1","3.8","9.0","13.4","15.5","27.4","9.9","12.3","3.3","3.2","54805"
"16557","49730","3.1","3.1","10.6","9.7","19.1","29.9","12.1","9.1","1.5","2.0","51901"
"16558","49733","5.5","7.1","10.4","11.5","15.9","26.1","11.7","8.2","3.8","0.0","49821"
"16559","49735","4.8","4.1","9.7","14.3","14.0","21.8","11.2","13.8","4.0","2.3","53222"
"16560","49736","6.0","12.0","15.5","13.7","18.9","16.7","4.7","11.2","0.0","1.3","35813"
"16561","49738","8.5","6.3","10.3","11.3","15.1","22.6","11.6","10.5","3.4","0.5","48431"
"16562","49740","3.7","3.8","8.8","9.8","13.4","20.6","13.8","13.4","5.9","6.8","63617"
"16563","49743","5.4","9.3","14.8","14.5","21.7","17.8","9.9","5.7","0.0","0.9","38750"
"16564","49744","5.4","8.5","16.3","9.3","17.2","18.3","11.3","9.0","4.8","0.0","46625"
"16565","49745","7.3","5.6","11.0","2.6","23.0","17.6","16.8","9.0","0.9","6.2","50521"
"16566","49746","4.2","8.5","13.9","11.3","19.3","22.9","10.0","6.2","1.6","2.1","44042"
"16567","49747","6.6","4.1","16.7","12.6","19.0","15.5","10.7","10.7","2.6","1.5","40887"
"16568","49748","9.6","0.0","16.9","9.6","24.1","27.7","4.8","4.8","0.0","2.4","43750"
"16569","49749","7.1","5.5","12.5","13.4","11.6","19.6","15.2","10.8","2.0","2.1","49688"
"16570","49751","3.6","6.0","9.6","11.5","16.6","19.9","15.2","15.3","2.0","0.3","53438"
"16571","49752","12.0","0.0","8.2","0.0","29.2","24.5","4.3","18.0","0.0","3.9","55156"
"16572","49753","5.3","4.3","11.3","10.5","21.2","19.1","12.0","12.8","2.6","0.9","48969"
"16573","49755","7.5","6.8","13.6","14.7","13.7","17.3","13.9","8.0","3.7","0.8","42115"
"16574","49756","6.6","6.2","15.9","14.7","18.2","20.3","7.2","6.5","1.8","2.4","41076"
"16575","49757","7.2","4.0","13.6","9.2","13.6","21.5","14.3","11.0","3.6","2.0","51141"
"16576","49759","3.4","6.3","14.6","15.6","13.4","20.9","12.9","10.3","0.8","1.7","44722"
"16577","49760","5.0","1.3","12.2","15.0","18.8","25.0","14.7","4.7","0.6","2.8","47237"
"16578","49762","10.2","5.0","10.5","13.7","15.5","25.1","12.0","7.6","0.6","0.0","45938"
"16579","49764","0.0","17.3","0.0","10.6","51.9","0.0","20.2","0.0","0.0","0.0","42130"
"16580","49765","7.5","5.7","12.8","15.5","14.7","24.0","10.1","6.5","1.7","1.5","43226"
"16581","49766","6.2","6.4","14.1","12.7","14.0","16.2","10.8","15.1","1.1","3.3","46176"
"16582","49768","11.6","7.4","12.6","4.7","33.2","12.6","12.6","2.1","2.6","0.5","36857"
"16583","49769","6.0","6.0","11.2","15.9","18.4","24.1","8.0","8.9","1.2","0.4","44655"
"16584","49770","5.4","4.6","8.8","12.8","13.7","19.0","13.4","12.3","4.6","5.2","54941"
"16585","49774","4.5","7.4","9.5","6.2","19.5","26.7","13.0","11.7","0.0","1.5","52826"
"16586","49775","12.0","4.0","4.0","26.0","12.0","36.0","6.0","0.0","0.0","0.0","39167"
"16587","49776","9.3","7.7","9.4","15.7","14.1","19.1","14.2","8.2","1.1","1.2","43333"
"16588","49777","1.3","2.2","8.4","7.2","17.6","22.3","15.7","19.2","2.4","3.7","63068"
"16589","49779","8.1","7.7","13.6","12.2","13.3","22.8","12.3","5.9","3.7","0.4","45250"
"16590","49780","5.4","4.0","7.3","13.1","14.2","28.3","14.1","11.7","1.3","0.4","53350"
"16591","49781","6.6","7.3","15.2","11.0","17.0","16.8","11.7","8.6","4.1","1.7","43227"
"16592","49782","4.0","5.9","5.9","15.4","14.3","22.1","18.0","6.3","4.4","3.7","56500"
"16593","49783","8.1","7.3","15.6","11.4","14.7","18.2","10.8","8.5","3.2","2.1","42209"
"16594","49788","7.2","6.9","16.6","17.5","14.8","18.3","15.5","1.6","1.0","0.6","35907"
"16595","49791","6.8","0.0","10.6","14.4","14.4","13.6","22.7","15.2","0.0","2.3","60714"
"16596","49793","1.6","6.6","25.4","20.5","12.3","26.2","2.5","1.6","3.3","0.0","31429"
